company_name,order_id,order_date,ship_date,shipping_type,product,sales,profit,shipping_cost,year
Maritime Data,149-0178,07/21/2021,07/28/2021,Standard,Workforce Scheduling,296,198.37,61.58,2021
Fusion Energy,af9-9f74,07/21/2021,07/23/2021,Express,Combustion Fluids,236,218.07,67.64,2021
Fusion Energy,fe4-198a,07/21/2021,07/27/2021,Standard,Cleaning Supplies,197,69.72,75.7,2021
Fusion Energy,d74-a8b1,07/21/2021,07/27/2021,Standard,Greases,41,164.42,78.76,2021
Fusion Energy,73f-87a1,07/21/2021,07/23/2021,Express,Rubber,76,179.11,24.16,2021
Bitterroot Wood Studio,4ad-e3d2,07/21/2021,07/26/2021,Standard,Chairs,56,231.85,46.55,2021
Bitterroot Wood Studio,489-50d2,07/21/2021,07/23/2021,Express,Tables,281,31.17,94.97,2021
Bitterroot Wood Studio,228-2f01,07/21/2021,07/27/2021,Standard,Bedframes,246,166.91,37.33,2021
Bitterroot Wood Studio,4c3-afb3,07/21/2021,07/26/2021,Standard,Bookcases,53,158.3,71.51,2021
Bitterroot Wood Studio,705-0a30,07/21/2021,07/28/2021,Standard,Cabinets,48,222.99,43.01,2021
Echo,61c-b71e,07/21/2021,07/21/2021,Same Day,accessories,284,182.01,76.6,2021
Echo,3d4-9650,07/21/2021,07/21/2021,Same Day,phones,18,117.8,16.92,2021
Echo,f7b-78a2,07/21/2021,07/27/2021,Standard,computers,76,299.48,71.0,2021
Echo,abd-84bb,07/21/2021,07/26/2021,Standard,tablets,180,290.65,82.43,2021
Echo,efa-177b,07/21/2021,07/23/2021,Express,washers,213,273.29,80.67,2021
Echo,f3b-e649,07/21/2021,07/21/2021,Same Day,dryers,56,291.05,70.02,2021
Echo,15b-7688,07/21/2021,07/23/2021,Express,car radios,197,119.66,47.63,2021
Apex Corporation,d0e-7351,07/22/2021,07/22/2021,Same Day,accessories,213,257.35,41.29,2021
Apex Corporation,e65-3fac,07/22/2021,07/24/2021,Express,phones,229,119.15,93.9,2021
Apex Corporation,23c-8b04,07/22/2021,07/24/2021,Express,computers,58,252.23,72.15,2021
Apex Corporation,886-2acc,07/22/2021,07/24/2021,Express,tablets,96,68.68,48.03,2021
Apex Corporation,696-b630,07/22/2021,07/24/2021,Express,televisions,114,203.01,32.18,2021
Maritime Data,de0-d9f1,07/22/2021,07/22/2021,Same Day,Cloud Service,209,185.02,49.06,2021
Maritime Data,03d-3eb3,07/22/2021,07/27/2021,Standard,Banking platform,183,47.44,94.29,2021
Maritime Data,37c-31a5,07/22/2021,07/22/2021,Same Day,Business Analytics,75,203.95,70.11,2021
Maritime Data,57a-468f,07/22/2021,07/27/2021,Standard,Database Security,242,148.14,55.65,2021
Maritime Data,505-d317,07/22/2021,07/24/2021,Express,GPU Software,293,225.1,80.6,2021
Maritime Data,1f3-0d8a,07/22/2021,07/26/2021,Standard,Workforce Scheduling,37,140.19,64.25,2021
Fusion Energy,0b7-69ed,07/22/2021,07/22/2021,Same Day,Combustion Fluids,78,147.17,53.65,2021
Fusion Energy,b51-5034,07/22/2021,07/28/2021,Standard,Cleaning Supplies,131,280.45,41.21,2021
Fusion Energy,5f2-c984,07/22/2021,07/22/2021,Same Day,Greases,238,228.79,80.2,2021
Fusion Energy,fee-3ac6,07/22/2021,07/28/2021,Standard,Rubber,273,78.05,32.31,2021
Bitterroot Wood Studio,d5b-7661,07/22/2021,07/24/2021,Express,Chairs,248,40.04,85.99,2021
Bitterroot Wood Studio,7b2-98a1,07/22/2021,07/29/2021,Standard,Tables,18,131.35,38.25,2021
Bitterroot Wood Studio,fb2-431e,07/22/2021,07/22/2021,Same Day,Bedframes,102,30.96,83.53,2021
Bitterroot Wood Studio,180-056a,07/22/2021,07/24/2021,Express,Bookcases,80,281.82,59.61,2021
Bitterroot Wood Studio,e30-8640,07/22/2021,07/24/2021,Express,Cabinets,160,206.11,58.43,2021
Echo,789-25b8,07/22/2021,07/29/2021,Standard,accessories,242,195.95,33.16,2021
Echo,7a5-da91,07/22/2021,07/28/2021,Standard,phones,283,183.04,57.31,2021
Echo,310-6403,07/22/2021,07/22/2021,Same Day,computers,145,161.41,42.24,2021
Echo,286-794b,07/22/2021,07/22/2021,Same Day,tablets,182,199.15,57.8,2021
Echo,76d-c98a,07/22/2021,07/24/2021,Express,washers,213,217.74,14.93,2021
Echo,cff-a9fe,07/22/2021,07/22/2021,Same Day,dryers,88,36.13,56.22,2021
Echo,3d0-743c,07/22/2021,07/24/2021,Express,car radios,115,240.19,24.64,2021
Apex Corporation,741-c08b,07/25/2021,07/27/2021,Express,accessories,63,255.7,66.93,2021
Apex Corporation,363-577c,07/25/2021,07/25/2021,Same Day,phones,141,125.1,15.31,2021
Apex Corporation,b45-d92b,07/25/2021,07/27/2021,Express,computers,265,30.22,33.56,2021
Apex Corporation,f31-45d7,07/25/2021,07/31/2021,Standard,tablets,17,56.16,60.68,2021
Apex Corporation,50d-1b86,07/25/2021,07/29/2021,Standard,televisions,77,262.52,57.1,2021
Maritime Data,695-9355,07/25/2021,07/25/2021,Same Day,Cloud Service,197,53.17,58.55,2021
Maritime Data,d02-4097,07/25/2021,07/27/2021,Express,Banking platform,267,90.5,74.96,2021
Maritime Data,239-fab6,07/25/2021,07/31/2021,Standard,Business Analytics,120,180.36,37.3,2021
Maritime Data,4cf-416b,07/25/2021,07/25/2021,Same Day,Database Security,61,187.77,36.82,2021
Maritime Data,f67-de0a,07/25/2021,07/25/2021,Same Day,GPU Software,26,157.57,59.58,2021
Maritime Data,7e9-ee60,07/25/2021,07/27/2021,Express,Workforce Scheduling,224,222.56,48.51,2021
Fusion Energy,998-badd,07/25/2021,07/27/2021,Express,Combustion Fluids,223,43.38,48.29,2021
Fusion Energy,005-713b,07/25/2021,08/02/2021,Standard,Cleaning Supplies,264,257.61,80.04,2021
Fusion Energy,e7c-92de,07/25/2021,07/27/2021,Express,Greases,67,117.45,55.95,2021
Fusion Energy,c13-9fe9,07/25/2021,07/27/2021,Express,Rubber,122,201.64,64.16,2021
Bitterroot Wood Studio,984-e1d8,07/25/2021,07/25/2021,Same Day,Chairs,243,155.12,35.87,2021
Bitterroot Wood Studio,cc7-a3f5,07/25/2021,07/25/2021,Same Day,Tables,242,290.49,55.08,2021
Bitterroot Wood Studio,199-c90d,07/25/2021,07/25/2021,Same Day,Bedframes,26,23.64,44.27,2021
Bitterroot Wood Studio,60c-5b26,07/25/2021,07/27/2021,Express,Bookcases,40,121.02,72.84,2021
Bitterroot Wood Studio,32f-9b16,07/25/2021,07/27/2021,Express,Cabinets,75,294.27,26.67,2021
Echo,1a6-1d04,07/25/2021,07/29/2021,Standard,accessories,242,149.66,43.66,2021
Echo,dfc-78e1,07/25/2021,07/27/2021,Express,phones,72,127.03,71.21,2021
Echo,c66-5fdb,07/25/2021,07/30/2021,Standard,computers,113,270.39,58.65,2021
Echo,941-acca,07/25/2021,07/25/2021,Same Day,tablets,224,48.11,32.77,2021
Echo,96d-120b,07/25/2021,07/29/2021,Standard,washers,215,130.84,47.59,2021
Echo,c85-64bb,07/25/2021,07/25/2021,Same Day,dryers,200,201.84,39.23,2021
Echo,9f6-679a,07/25/2021,07/25/2021,Same Day,car radios,257,46.75,43.63,2021
Apex Corporation,57b-7727,07/26/2021,07/28/2021,Express,accessories,205,75.01,60.06,2021
Apex Corporation,4ca-95c5,07/26/2021,07/30/2021,Standard,phones,67,87.67,29.96,2021
Apex Corporation,89e-ff7f,07/26/2021,07/31/2021,Standard,computers,71,259.91,81.35,2021
Apex Corporation,2ce-2225,07/26/2021,07/28/2021,Express,tablets,150,271.5,42.46,2021
Apex Corporation,9d7-1295,07/26/2021,08/02/2021,Standard,televisions,46,31.25,53.79,2021
Maritime Data,8e5-a3e7,07/26/2021,07/26/2021,Same Day,Cloud Service,124,135.84,90.66,2021
Maritime Data,bd8-b4dc,07/26/2021,07/26/2021,Same Day,Banking platform,205,67.94,21.62,2021
Maritime Data,07a-db40,07/26/2021,07/28/2021,Express,Business Analytics,253,81.05,79.67,2021
Maritime Data,bdb-eea5,07/26/2021,07/31/2021,Standard,Database Security,164,38.23,25.15,2021
Maritime Data,9f4-93f3,07/26/2021,07/28/2021,Express,GPU Software,298,43.22,35.22,2021
Maritime Data,fa4-79ad,07/26/2021,07/31/2021,Standard,Workforce Scheduling,29,292.06,57.83,2021
Fusion Energy,87f-a77e,07/26/2021,07/28/2021,Express,Combustion Fluids,12,216.21,98.25,2021
Fusion Energy,8d9-fb65,07/26/2021,07/28/2021,Express,Cleaning Supplies,210,284.04,20.45,2021
Fusion Energy,8ad-88e0,07/26/2021,07/28/2021,Express,Greases,263,164.6,79.43,2021
Fusion Energy,c15-a76d,07/26/2021,07/26/2021,Same Day,Rubber,77,99.55,21.87,2021
Bitterroot Wood Studio,266-c74f,07/26/2021,07/26/2021,Same Day,Chairs,54,136.74,42.11,2021
Bitterroot Wood Studio,65f-1212,07/26/2021,07/28/2021,Express,Tables,196,74.24,63.2,2021
Bitterroot Wood Studio,c0d-e151,07/26/2021,07/26/2021,Same Day,Bedframes,266,189.0,49.96,2021
Bitterroot Wood Studio,aa8-6a70,07/26/2021,07/26/2021,Same Day,Bookcases,142,138.34,87.53,2021
Bitterroot Wood Studio,d77-b863,07/26/2021,07/26/2021,Same Day,Cabinets,194,276.06,42.02,2021
Echo,c0c-25d7,07/26/2021,07/30/2021,Standard,accessories,150,179.49,87.46,2021
Echo,cc1-a5b8,07/26/2021,07/28/2021,Express,phones,45,30.65,55.86,2021
Echo,a03-cfde,07/26/2021,07/26/2021,Same Day,computers,280,58.07,94.6,2021
Echo,87b-9b3b,07/26/2021,07/26/2021,Same Day,tablets,197,58.07,89.93,2021
Echo,661-0969,07/26/2021,07/28/2021,Express,washers,239,92.51,76.57,2021
Echo,d30-b61c,07/26/2021,07/26/2021,Same Day,dryers,180,182.95,87.93,2021
Echo,d2c-6fd1,07/26/2021,08/02/2021,Standard,car radios,25,26.58,16.56,2021
Apex Corporation,cc3-39ba,07/29/2021,07/31/2021,Express,accessories,291,234.57,73.05,2021
Apex Corporation,ec0-bd51,07/29/2021,07/31/2021,Express,phones,133,163.19,89.88,2021
Apex Corporation,ce1-78b5,07/29/2021,07/29/2021,Same Day,computers,180,272.57,41.32,2021
Apex Corporation,9e1-5205,07/29/2021,07/29/2021,Same Day,tablets,153,212.14,33.82,2021
Apex Corporation,214-0b3d,07/29/2021,07/31/2021,Express,televisions,278,150.69,33.89,2021
Maritime Data,299-5b3d,07/29/2021,07/31/2021,Express,Cloud Service,252,259.03,38.81,2021
Maritime Data,301-97fc,07/29/2021,07/29/2021,Same Day,Banking platform,205,247.79,10.47,2021
Maritime Data,f0c-3c67,07/29/2021,07/29/2021,Same Day,Business Analytics,269,56.08,92.53,2021
Maritime Data,3e5-5d10,07/29/2021,07/29/2021,Same Day,Database Security,256,66.15,67.6,2021
Maritime Data,262-008c,07/29/2021,08/04/2021,Standard,GPU Software,155,93.57,51.89,2021
Maritime Data,f59-1bf4,07/29/2021,08/02/2021,Standard,Workforce Scheduling,177,94.49,26.06,2021
Fusion Energy,8e8-344d,07/29/2021,07/31/2021,Express,Combustion Fluids,55,56.64,68.89,2021
Fusion Energy,fd6-ffcc,07/29/2021,07/29/2021,Same Day,Cleaning Supplies,233,236.44,23.76,2021
Fusion Energy,ab4-e7d9,07/29/2021,07/29/2021,Same Day,Greases,275,126.05,43.56,2021
Fusion Energy,20e-0943,07/29/2021,07/29/2021,Same Day,Rubber,228,221.35,93.34,2021
Bitterroot Wood Studio,213-4175,07/29/2021,08/02/2021,Standard,Chairs,276,192.86,96.7,2021
Bitterroot Wood Studio,d7e-a029,07/29/2021,07/29/2021,Same Day,Tables,145,91.39,11.26,2021
Bitterroot Wood Studio,5f8-d5ab,07/29/2021,07/29/2021,Same Day,Bedframes,48,124.52,48.49,2021
Bitterroot Wood Studio,1f1-f202,07/29/2021,07/29/2021,Same Day,Bookcases,254,100.22,29.58,2021
Bitterroot Wood Studio,6e6-459a,07/29/2021,08/03/2021,Standard,Cabinets,161,245.3,36.5,2021
Echo,628-561a,07/29/2021,07/31/2021,Express,accessories,215,134.08,32.84,2021
Echo,ba6-1158,07/29/2021,08/03/2021,Standard,phones,140,152.08,20.18,2021
Echo,b06-a9d8,07/29/2021,07/31/2021,Express,computers,60,90.0,64.99,2021
Echo,a5d-6314,07/29/2021,08/05/2021,Standard,tablets,233,75.67,36.53,2021
Echo,f39-5cd7,07/29/2021,07/29/2021,Same Day,washers,64,232.78,53.44,2021
Echo,8e1-3a56,07/29/2021,07/29/2021,Same Day,dryers,250,149.13,92.57,2021
Echo,2bb-9a10,07/29/2021,07/31/2021,Express,car radios,39,194.85,96.7,2021
Apex Corporation,62f-d786,07/31/2021,08/02/2021,Express,accessories,116,258.75,99.18,2021
Apex Corporation,5cc-afcd,07/31/2021,08/06/2021,Standard,phones,203,289.95,78.15,2021
Apex Corporation,486-d97e,07/31/2021,08/07/2021,Standard,computers,42,119.57,99.59,2021
Apex Corporation,07f-f8a9,07/31/2021,07/31/2021,Same Day,tablets,136,149.18,13.36,2021
Apex Corporation,8f7-1efa,07/31/2021,08/02/2021,Express,televisions,105,61.4,76.66,2021
Maritime Data,026-7d14,07/31/2021,08/07/2021,Standard,Cloud Service,218,26.6,26.45,2021
Maritime Data,294-07a0,07/31/2021,07/31/2021,Same Day,Banking platform,250,252.16,76.47,2021
Maritime Data,a4f-23b2,07/31/2021,08/06/2021,Standard,Business Analytics,291,115.68,44.51,2021
Maritime Data,36a-d359,07/31/2021,07/31/2021,Same Day,Database Security,90,194.61,79.98,2021
Maritime Data,428-68dd,07/31/2021,08/05/2021,Standard,GPU Software,298,167.18,51.91,2021
Maritime Data,779-03a2,07/31/2021,08/02/2021,Express,Workforce Scheduling,96,199.74,81.99,2021
Fusion Energy,7bb-8271,07/31/2021,07/31/2021,Same Day,Combustion Fluids,241,172.75,78.46,2021
Fusion Energy,2de-330b,07/31/2021,08/07/2021,Standard,Cleaning Supplies,54,185.33,63.55,2021
Fusion Energy,265-b31e,07/31/2021,08/05/2021,Standard,Greases,163,290.31,19.5,2021
Fusion Energy,bb9-e60b,07/31/2021,08/05/2021,Standard,Rubber,253,236.34,73.61,2021
Bitterroot Wood Studio,097-766e,07/31/2021,07/31/2021,Same Day,Chairs,96,250.34,66.6,2021
Bitterroot Wood Studio,1a4-2fa5,07/31/2021,08/02/2021,Express,Tables,215,284.44,32.41,2021
Bitterroot Wood Studio,617-0994,07/31/2021,07/31/2021,Same Day,Bedframes,288,59.8,42.93,2021
Bitterroot Wood Studio,031-e849,07/31/2021,08/02/2021,Express,Bookcases,284,199.41,69.56,2021
Bitterroot Wood Studio,7ed-5ea8,07/31/2021,08/02/2021,Express,Cabinets,166,29.33,70.86,2021
Echo,4b3-84e2,07/31/2021,07/31/2021,Same Day,accessories,226,53.68,80.24,2021
Echo,bee-5076,07/31/2021,08/02/2021,Express,phones,285,176.38,45.15,2021
Echo,5ac-7614,07/31/2021,08/07/2021,Standard,computers,271,71.93,71.65,2021
Echo,b06-9c5a,07/31/2021,08/02/2021,Express,tablets,201,131.77,88.63,2021
Echo,13b-cf06,07/31/2021,08/07/2021,Standard,washers,101,279.07,54.35,2021
Echo,7c7-8ad4,07/31/2021,07/31/2021,Same Day,dryers,188,29.24,32.64,2021
Echo,c84-59fb,07/31/2021,08/02/2021,Express,car radios,229,172.71,67.29,2021
Apex Corporation,194-f54c,08/03/2021,08/03/2021,Same Day,accessories,27,281.73,69.83,2021
Apex Corporation,41d-3f3b,08/03/2021,08/07/2021,Standard,phones,13,151.76,40.56,2021
Apex Corporation,ceb-4756,08/03/2021,08/09/2021,Standard,computers,57,166.66,13.07,2021
Apex Corporation,64b-bd25,08/03/2021,08/05/2021,Express,tablets,10,184.01,25.57,2021
Apex Corporation,8e4-a7ea,08/03/2021,08/10/2021,Standard,televisions,33,151.45,30.29,2021
Maritime Data,c37-fefb,08/03/2021,08/03/2021,Same Day,Cloud Service,186,120.21,38.6,2021
Maritime Data,8c8-08de,08/03/2021,08/05/2021,Express,Banking platform,139,66.32,20.63,2021
Maritime Data,b71-859c,08/03/2021,08/05/2021,Express,Business Analytics,168,130.89,28.43,2021
Maritime Data,a01-d3a6,08/03/2021,08/09/2021,Standard,Database Security,142,228.13,12.39,2021
Maritime Data,933-b3c1,08/03/2021,08/07/2021,Standard,GPU Software,271,177.59,58.77,2021
Maritime Data,a92-99e2,08/03/2021,08/09/2021,Standard,Workforce Scheduling,20,51.48,76.14,2021
Fusion Energy,e97-3ccd,08/03/2021,08/05/2021,Express,Combustion Fluids,69,264.53,86.18,2021
Fusion Energy,328-54a2,08/03/2021,08/03/2021,Same Day,Cleaning Supplies,218,112.16,58.53,2021
Fusion Energy,3bf-75ab,08/03/2021,08/07/2021,Standard,Greases,109,204.61,20.43,2021
Fusion Energy,d6d-244e,08/03/2021,08/05/2021,Express,Rubber,268,73.16,20.82,2021
Bitterroot Wood Studio,ab0-5762,08/03/2021,08/09/2021,Standard,Chairs,213,57.69,46.61,2021
Bitterroot Wood Studio,923-c7b3,08/03/2021,08/09/2021,Standard,Tables,281,251.84,83.26,2021
Bitterroot Wood Studio,49d-96b8,08/03/2021,08/03/2021,Same Day,Bedframes,143,208.24,65.98,2021
Bitterroot Wood Studio,793-3bbb,08/03/2021,08/07/2021,Standard,Bookcases,189,173.64,73.27,2021
Bitterroot Wood Studio,7f8-e559,08/03/2021,08/09/2021,Standard,Cabinets,185,270.06,85.97,2021
Echo,3ee-3b2c,08/03/2021,08/10/2021,Standard,accessories,158,84.87,26.02,2021
Echo,358-724a,08/03/2021,08/05/2021,Express,phones,272,99.43,49.41,2021
Echo,e65-b721,08/03/2021,08/05/2021,Express,computers,172,182.27,63.82,2021
Echo,0f1-5ee6,08/03/2021,08/03/2021,Same Day,tablets,149,48.98,34.45,2021
Echo,49b-9bf9,08/03/2021,08/09/2021,Standard,washers,264,75.87,76.6,2021
Echo,da2-5a4a,08/03/2021,08/09/2021,Standard,dryers,68,286.1,77.78,2021
Echo,7ca-7d6c,08/03/2021,08/09/2021,Standard,car radios,212,139.15,27.93,2021
Apex Corporation,e46-fa1c,08/06/2021,08/06/2021,Same Day,accessories,16,105.18,67.23,2021
Apex Corporation,40f-121a,08/06/2021,08/06/2021,Same Day,phones,270,217.92,17.46,2021
Apex Corporation,6d8-7309,08/06/2021,08/11/2021,Standard,computers,23,167.87,95.71,2021
Apex Corporation,cba-e612,08/06/2021,08/08/2021,Express,tablets,135,298.36,82.57,2021
Apex Corporation,c33-ae8c,08/06/2021,08/11/2021,Standard,televisions,66,292.34,48.36,2021
Maritime Data,0ce-ecd3,08/06/2021,08/08/2021,Express,Cloud Service,67,283.18,21.97,2021
Maritime Data,826-03ea,08/06/2021,08/06/2021,Same Day,Banking platform,297,58.3,82.97,2021
Maritime Data,157-d65b,08/06/2021,08/13/2021,Standard,Business Analytics,20,120.7,81.18,2021
Maritime Data,919-2dce,08/06/2021,08/06/2021,Same Day,Database Security,187,147.55,48.31,2021
Maritime Data,1fd-c45b,08/06/2021,08/06/2021,Same Day,GPU Software,104,263.12,64.63,2021
Maritime Data,4eb-1590,08/06/2021,08/11/2021,Standard,Workforce Scheduling,47,120.98,66.04,2021
Fusion Energy,184-2520,08/06/2021,08/10/2021,Standard,Combustion Fluids,267,238.97,47.85,2021
Fusion Energy,a3f-dfd9,08/06/2021,08/10/2021,Standard,Cleaning Supplies,227,269.5,94.22,2021
Fusion Energy,44b-acc2,08/06/2021,08/06/2021,Same Day,Greases,72,159.0,85.44,2021
Fusion Energy,e6c-8f6f,08/06/2021,08/11/2021,Standard,Rubber,34,23.79,15.56,2021
Bitterroot Wood Studio,53f-0c36,08/06/2021,08/08/2021,Express,Chairs,175,63.51,43.88,2021
Bitterroot Wood Studio,580-c223,08/06/2021,08/10/2021,Standard,Tables,229,248.75,85.09,2021
Bitterroot Wood Studio,a07-4d9e,08/06/2021,08/06/2021,Same Day,Bedframes,220,202.76,42.05,2021
Bitterroot Wood Studio,489-ee1e,08/06/2021,08/06/2021,Same Day,Bookcases,237,62.4,36.96,2021
Bitterroot Wood Studio,a35-89fb,08/06/2021,08/06/2021,Same Day,Cabinets,64,26.01,37.02,2021
Echo,916-d866,08/06/2021,08/06/2021,Same Day,accessories,240,91.28,38.64,2021
Echo,eb8-5ace,08/06/2021,08/08/2021,Express,phones,294,29.41,78.86,2021
Echo,2b6-4ee6,08/06/2021,08/12/2021,Standard,computers,212,102.58,99.09,2021
Echo,86b-0bea,08/06/2021,08/08/2021,Express,tablets,35,24.94,47.36,2021
Echo,b5d-3d4e,08/06/2021,08/08/2021,Express,washers,215,118.21,59.49,2021
Echo,700-30c5,08/06/2021,08/13/2021,Standard,dryers,166,241.03,44.92,2021
Echo,a34-57f1,08/06/2021,08/06/2021,Same Day,car radios,258,155.62,14.54,2021
Apex Corporation,ded-4ba6,08/08/2021,08/10/2021,Express,accessories,173,189.42,57.46,2021
Apex Corporation,3f4-eb0f,08/08/2021,08/14/2021,Standard,phones,120,97.15,63.37,2021
Apex Corporation,551-6703,08/08/2021,08/10/2021,Express,computers,82,107.05,78.11,2021
Apex Corporation,816-2071,08/08/2021,08/12/2021,Standard,tablets,17,299.11,21.5,2021
Apex Corporation,86b-ee78,08/08/2021,08/10/2021,Express,televisions,214,169.72,69.27,2021
Maritime Data,ab7-3222,08/08/2021,08/13/2021,Standard,Cloud Service,51,56.12,87.03,2021
Maritime Data,43b-6c02,08/08/2021,08/10/2021,Express,Banking platform,100,95.16,67.03,2021
Maritime Data,3b2-e726,08/08/2021,08/10/2021,Express,Business Analytics,218,41.07,26.38,2021
Maritime Data,d31-8f32,08/08/2021,08/12/2021,Standard,Database Security,188,119.7,57.65,2021
Maritime Data,50c-00b1,08/08/2021,08/08/2021,Same Day,GPU Software,63,235.4,38.2,2021
Maritime Data,8ff-489c,08/08/2021,08/10/2021,Express,Workforce Scheduling,39,292.42,95.09,2021
Fusion Energy,42c-2fdc,08/08/2021,08/12/2021,Standard,Combustion Fluids,90,290.05,36.77,2021
Fusion Energy,738-fb52,08/08/2021,08/10/2021,Express,Cleaning Supplies,218,101.0,54.17,2021
Fusion Energy,8d5-6989,08/08/2021,08/10/2021,Express,Greases,94,109.79,86.85,2021
Fusion Energy,6dd-ad79,08/08/2021,08/14/2021,Standard,Rubber,134,167.64,41.38,2021
Bitterroot Wood Studio,6d3-5e1f,08/08/2021,08/08/2021,Same Day,Chairs,103,290.31,83.63,2021
Bitterroot Wood Studio,f3b-ee57,08/08/2021,08/08/2021,Same Day,Tables,83,297.76,91.29,2021
Bitterroot Wood Studio,79f-42d6,08/08/2021,08/13/2021,Standard,Bedframes,222,33.88,11.53,2021
Bitterroot Wood Studio,573-be45,08/08/2021,08/08/2021,Same Day,Bookcases,178,66.86,20.21,2021
Bitterroot Wood Studio,ce4-52e6,08/08/2021,08/16/2021,Standard,Cabinets,99,87.12,65.5,2021
Echo,d7d-3aa6,08/08/2021,08/10/2021,Express,accessories,133,217.45,63.51,2021
Echo,295-5fb0,08/08/2021,08/10/2021,Express,phones,82,34.17,80.61,2021
Echo,d1a-7683,08/08/2021,08/16/2021,Standard,computers,179,25.31,24.95,2021
Echo,026-9d38,08/08/2021,08/10/2021,Express,tablets,165,153.15,83.93,2021
Echo,a95-96ce,08/08/2021,08/08/2021,Same Day,washers,135,131.52,55.51,2021
Echo,f16-fa10,08/08/2021,08/10/2021,Express,dryers,32,154.16,72.52,2021
Echo,33e-b2da,08/08/2021,08/08/2021,Same Day,car radios,33,213.72,53.35,2021
Apex Corporation,d9a-73ce,08/11/2021,08/11/2021,Same Day,accessories,196,62.94,49.85,2021
Apex Corporation,d9d-5c39,08/11/2021,08/17/2021,Standard,phones,119,138.07,72.55,2021
Apex Corporation,e79-8d89,08/11/2021,08/18/2021,Standard,computers,241,172.15,46.22,2021
Apex Corporation,cbf-c1f7,08/11/2021,08/11/2021,Same Day,tablets,13,298.58,45.52,2021
Apex Corporation,5f0-3da4,08/11/2021,08/11/2021,Same Day,televisions,243,251.62,64.57,2021
Maritime Data,66d-b31d,08/11/2021,08/16/2021,Standard,Cloud Service,181,239.88,43.21,2021
Maritime Data,2de-fb18,08/11/2021,08/11/2021,Same Day,Banking platform,165,88.2,76.03,2021
Maritime Data,e4c-bdaf,08/11/2021,08/11/2021,Same Day,Business Analytics,193,143.81,42.88,2021
Maritime Data,464-2347,08/11/2021,08/11/2021,Same Day,Database Security,203,297.57,27.51,2021
Maritime Data,fc6-7f5d,08/11/2021,08/11/2021,Same Day,GPU Software,187,70.4,70.2,2021
Maritime Data,da1-6dac,08/11/2021,08/11/2021,Same Day,Workforce Scheduling,86,208.59,73.79,2021
Fusion Energy,bb4-4066,08/11/2021,08/13/2021,Express,Combustion Fluids,269,240.87,93.42,2021
Fusion Energy,f55-2c6a,08/11/2021,08/17/2021,Standard,Cleaning Supplies,275,166.12,46.23,2021
Fusion Energy,ce9-4c6f,08/11/2021,08/13/2021,Express,Greases,164,234.55,48.32,2021
Fusion Energy,026-f112,08/11/2021,08/13/2021,Express,Rubber,92,221.99,69.71,2021
